Total_Time,Total_Cost
106.86580013662353,79006116352881.72
106.86580013662352,79006116352881.72
106.8658001366235,79006116352881.72
106.77222237818516,79027491591189.17
106.77222237818515,79027491591189.17
106.77222237818513,79027491591189.19
106.67864461974679,79048866829496.62
106.67864461974678,79048866829496.62
106.67864461974676,79048866829496.64
106.5850668613084,79070242067804.1
106.58506686130839,79070242067804.1
106.49148910287003,79091617306111.56
106.49148910287002,79091617306111.56
106.39791134443166,79112992544419.02
106.39791134443165,79112992544419.02
106.39791134443163,79112992544419.02
106.30433358599329,79134367782726.47
106.30433358599328,79134367782726.47
106.30433358599326,79134367782726.48
106.21075582755489,79155743021033.94
106.11717806911653,79177118259341.39
106.11717806911652,79177118259341.39
106.02360031067816,79198493497648.84
106.02360031067815,79198493497648.84
105.93002255223979,79219868735956.31
105.93002255223978,79219868735956.31
105.93002255223976,79219868735956.31
105.8364447938014,79241243974263.77
105.83644479380139,79241243974263.78
105.74286703536303,79262619212571.22
105.74286703536302,79262619212571.22
105.64928927692466,79283994450878.69
105.64928927692465,79283994450878.69
105.55571151848629,79305369689186.14
105.55571151848628,79305369689186.16
105.46213376004792,79326744927493.6
105.4621337600479,79326744927493.61
105.46213376004789,79326744927493.61
105.36855600160955,79348120165801.06
105.36855600160953,79348120165801.06
105.36855600160952,79348120165801.08
105.27497824317116,79369495404108.53
105.27497824317115,79369495404108.53
105.18140048473279,79390870642415.98
105.18140048473278,79390870642415.98
105.08782272629442,79412245880723.44
105.0878227262944,79412245880723.44
104.99424496785605,79433621119030.9
104.99424496785603,79433621119030.9
104.99424496785602,79433621119030.9
104.90066720941768,79454996357338.36
104.90066720941766,79454996357338.36
104.90066720941765,79454996357338.38
104.8070894509793,79476371595645.81
104.80708945097929,79476371595645.81
104.80708945097928,79476371595645.81
104.71351169254092,79497746833953.28
104.7135116925409,79497746833953.28
104.61993393410255,79519122072260.73
104.61993393410253,79519122072260.73
104.52635617566418,79540497310568.19
104.52635617566416,79540497310568.19
104.52635617566415,79540497310568.19
104.43277841722579,79561872548875.66
104.43277841722578,79561872548875.67
104.33920065878742,79583247787183.11
104.3392006587874,79583247787183.11
104.24562290034905,79604623025490.56
104.24562290034903,79604623025490.58
104.15204514191066,79625998263798.03
104.0584673834723,79647373502105.5
104.05846738347229,79647373502105.5
104.05846738347228,79647373502105.5
103.96488962503392,79668748740412.95
103.9648896250339,79668748740412.97
103.87131186659553,79690123978720.4
103.77773410815718,79711499217027.88
103.77773410815716,79711499217027.88
103.68415634971879,79732874455335.33
103.59057859128042,79754249693642.78
103.5905785912804,79754249693642.78
103.49700083284205,79775624931950.25
103.49700083284203,79775624931950.27
103.40342307440368,79797000170257.7
103.40342307440366,79797000170257.7
103.30984531596529,79818375408565.16
103.21626755752692,79839750646872.62
103.12268979908856,79861125885180.08
103.12268979908853,79861125885180.08
103.02911204065018,79882501123487.53
103.02911204065016,79882504373487.55
102.93553428221179,79903876361795.0
102.84195652377343,79925251600102.47
102.84195652377342,79925251600102.47
102.74837876533505,79946626838409.92
102.65480100689669,79968002076717.38
102.65480100689668,79968002076717.38
102.65480100689666,79968002076717.38
102.5612232484583,79989377315024.84
102.56122324845829,79989380565024.84
102.46764549001995,80010752553332.3
102.46764549001993,80010752553332.3
102.46764549001992,80010752553332.3
102.37406773158156,80032127791639.75
102.37406773158155,80032127791639.75
102.28048997314318,80053503029947.22
102.28048997314316,80053506279947.22
102.18691221470482,80074878268254.67
102.18691221470479,80074878268254.67
102.09333445626643,80096253506562.12
102.09333445626642,80096256756562.14
101.99975669782805,80117628744869.6
101.90617893938968,80139003983177.05
101.8126011809513,80160379221484.5
101.81260118095129,80160382471484.53
101.71902342251293,80181754459791.97
101.71902342251292,80181754459791.97
101.62544566407456,80203129698099.44
101.62544566407455,80203132948099.44
101.53186790563618,80224504936406.89
101.43829014719782,80245880174714.34
101.4382901471978,80245880174714.34
101.34471238875943,80267255413021.81
101.25113463032106,80288630651329.27
101.25113463032105,80288630651329.27
101.15755687188269,80310005889636.72
101.15755687188268,80310009139636.72
101.0639791134443,80331381127944.19
100.97040135500595,80352756366251.64
100.97040135500593,80352756366251.64
100.87682359656758,80374131604559.1
100.87682359656756,80374131604559.1
100.7832458381292,80395506842866.56
100.78324583812919,80395506842866.56
100.78324583812918,80395506842866.56
100.68966807969082,80416882081174.02
100.6896680796908,80416885331174.03
100.59609032125245,80438257319481.47
100.59609032125243,80438257319481.47
100.50251256281406,80459632557788.94
100.40893480437569,80481007796096.4
100.31535704593733,80502383034403.86
100.31535704593732,80502383034403.86
100.3153570459373,80502383034403.86
100.22177928749895,80523758272711.31
100.22177928749893,80523761522711.31
100.12820152906056,80545133511018.78
100.0346237706222,80566508749326.23
100.03462377062219,80566508749326.23
99.94104601218382,80587883987633.69
99.9410460121838,80587890487633.7
99.84746825374543,80609259225941.16
99.75389049530708,80630634464248.61
99.75389049530706,80630637714248.62
99.6603127368687,80652009702556.06
99.66031273686869,80652009702556.06
99.56673497843032,80673384940863.53
99.47315721999195,80694760179171.0
99.37957946155359,80716135417478.45
99.37957946155358,80716135417478.45
99.37957946155356,80716135417478.45
99.2860017031152,80737510655785.9
99.28600170311519,80737513905785.9
99.19242394467682,80758885894093.38
99.09884618623846,80780261132400.83
99.09884618623845,80780261132400.83
99.00526842780008,80801636370708.28
99.00526842780006,80801642870708.28
98.91169066936169,80823011609015.75
98.81811291092333,80844386847323.2
98.81811291092332,80844390097323.2
98.72453515248496,80865762085630.66
98.72453515248495,80865762085630.66
98.63095739404659,80887137323938.12
98.63095739404658,80887137323938.12
98.63095739404656,80887140573938.12
98.5373796356082,80908512562245.6
98.53737963560819,80908519062245.6
98.44380187716982,80929887800553.03
98.35022411873146,80951263038860.5
98.35022411873145,80951266288860.5
98.25664636029309,80972638277167.97
98.25664636029308,80972638277167.97
98.16306860185472,80994013515475.42
98.1630686018547,80994013515475.42
98.16306860185469,80994016765475.42
98.06949084341633,81015388753782.88
98.06949084341632,81015395253782.88
97.97591308497796,81036763992090.34
97.97591308497795,81036763992090.34
97.88233532653959,81058139230397.8
97.88233532653958,81058142480397.8
97.78875756810122,81079514468705.25
97.7887575681012,81079514468705.25
97.69517980966285,81100889707012.72
97.69517980966283,81100889707012.72
97.69517980966282,81100892957012.72
97.60160205122446,81122264945320.17
97.60160205122445,81122271445320.19
97.50802429278609,81143640183627.62
97.50802429278608,81143643433627.62
97.41444653434772,81165015421935.1
