Index,Total_Time,Total_Cost
25546,128.84699999999998,73985096865289.25
15731,128.8469,73985107699873.34
26799,128.5921,74043340269857.62
25596,128.59199999999998,74043342332567.78
14779,128.5919,74043357965969.75
4413,128.59189999999998,74043366168652.75
24093,128.3372,74101585039659.81
26849,128.3371,74101585737136.16
25646,128.337,74101587799846.33
14879,128.33689999999999,74101603433248.28
25696,128.0821,74159830017124.84
26598,128.082,74159836853823.61
16131,128.08190000000002,74159852487225.56
12325,128.0819,74159858498162.53
26999,127.8272,74218074994589.89
27049,127.8271,74218076671693.22
25846,127.827,74218083869920.02
12475,127.8269,74218103965441.06
27099,127.5721,74276322138971.75
25545,127.57209999999999,74276326601090.84
25946,127.572,74276329337198.55
6215,127.57199999999999,74276338103432.4
12675,127.5719,74276349432719.6
26347,127.3172,74334567373758.16
27149,127.3171,74334567606250.28
15279,127.31700000000001,74334576916845.75
15329,127.317,74334580271052.4
5063,127.31699999999998,74334588473735.44
27199,127.0621,74392813073528.81
26096,127.06209999999999,74392815240445.62
15379,127.062,74392822384124.3
7767,127.06199999999998,74392826020481.58
27249,126.8072,74451055290807.34
26146,126.80709999999999,74451060707724.16
16681,126.807,74451068188101.6
15529,126.80699999999999,74451072986919.47
23040,126.5522,74509303904629.67
26246,126.5521,74509306175002.67
15629,126.55199999999999,74509318454198.0
24993,126.2973,74567548882094.72
27399,126.2972,74567549579571.06
26296,126.2971,74567551642281.22
15729,126.297,74567563921476.53
26346,126.0422,74625793859559.75
27148,126.0421,74625797342051.86
24642,126.04209999999999,74625803352988.84
17131,126.042,74625812975453.84
7165,126.04199999999999,74625827782343.5
27499,125.78729999999999,74684038837024.8
27549,125.7872,74684040514128.12
27198,125.78710000000001,74684042809330.4
26496,125.7871,74684044358148.27
7766,125.78709999999998,74684052506283.17
17281,125.787,74684058442732.36
12223,125.78699999999999,74684069252487.19
27248,125.5322,74742285026608.94
27599,125.53219999999999,74742285981406.66
26596,125.5321,74742289825426.8
24842,125.53209999999999,74742294287545.9
13725,125.53200000000001,74742306670947.84
16129,125.532,74742308708828.75
8467,125.53199999999998,74742318949392.69
26997,125.2773,74800531216193.08
27649,125.2772,74800531448685.19
17481,125.2771,74800537741772.78
16229,125.27709999999999,74800540759280.66
17531,125.27700000000002,74800557762806.06
12473,125.277,74800560187044.25
603,125.27699999999999,74800566247639.72
27699,125.0222,74858776915963.72
17581,125.0221,74858783209051.31
17631,125.022,74858803230084.6
10169,125.02199999999999,74858806866441.88
27749,124.7673,74917019133242.25
26796,124.7672,74917022977262.39
17681,124.7671,74917028676329.84
24090,124.51230000000001,74975267747064.56
26846,124.5122,74975268444540.92
25242,124.51219999999999,74975272906660.03
17781,124.5121,74975274143608.38
7765,124.51209999999999,74975282242084.75
27247,124.2573,75033511512410.53
26946,124.2572,75033513911819.45
16078,124.25719999999998,75033521777803.72
16679,124.2571,75033524409704.78
6663,124.25709999999998,75033532612387.8
26996,124.00229999999999,75091757701994.66
27046,124.00219999999999,75091759379097.98
18081,124.00210000000001,75091773463682.1
15627,124.0021,75091774675801.17
5511,124.00209999999998,75091782878484.19
27999,123.7474,75150002679459.69
27096,123.74719999999999,75150004846376.52
18281,123.74710000000002,75150018930960.61
15727,123.7471,75150020143079.7
13273,123.74709999999999,75150024709405.45
27748,123.4923,75208248869043.84
27146,123.4922,75208250313655.05
14775,123.4921,75208267159176.1
27497,123.23740000000001,75266495058627.98
27196,123.2372,75266495780933.58
8265,123.23719999999999,75266509682684.06
14875,123.2371,75266512626454.62
27246,122.9823,75324737998212.11
26594,122.9822,75324746047029.98
17329,122.98219999999999,75324748496097.44
18781,122.9821,75324760468312.84
8465,122.98209999999999,75324775170995.88
23037,122.7274,75382986612034.45
27296,122.7273,75382986819697.3
27045,122.72729999999999,75382989114899.58
18831,122.72720000000001,75382992518764.75
17479,122.7272,75382993963375.97
7513,122.72719999999998,75382998811852.34
17529,122.72710000000001,75383013984409.25
601,122.7271,75383022469242.89
24990,122.4724,75441231589499.48
27396,122.47229999999999,75441232286975.83
18931,122.47220000000002,75441237986043.28
17579,122.47219999999999,75441239430654.5
17629,122.4721,75441259451687.78
10167,122.47209999999998,75441263088045.05
27747,122.2174,75499475354845.44
27446,122.2173,75499477754254.36
17679,122.21719999999999,75499484897933.03
27496,121.9624,75557721544429.56
27546,121.9623,75557723221532.89
17779,121.9622,75557730365211.56
27245,121.70739999999999,75615967734013.72
27596,121.7073,75615968688811.42
17328,121.70729999999999,75615974981899.02
19331,121.7072,75615979419188.86
951,121.70719999999999,75616002765460.34
26994,121.45240000000001,75674213923597.84
27646,121.45230000000001,75674214156089.95
26242,121.4523,75674218618209.05
7913,121.45229999999998,75674226252451.64
15625,121.4522,75674227647404.34
18179,121.45219999999999,75674233143698.56
27997,121.1975,75732458901062.88
27696,121.1973,75732459623368.5
17578,121.19729999999998,75732465916456.08
15725,121.19720000000001,75732473114682.88
18329,121.1972,75732478506770.44
10166,121.19719999999998,75732489573846.64
27746,120.94239999999999,75790701840647.02
27144,120.9423,75790706535258.23
26392,120.94229999999999,75790711334076.1
19881,120.94220000000001,75790720956541.1
14773,120.9422,75790723380779.28
2103,120.94219999999999,75790729441374.75
24087,120.6875,75848950454469.34
26843,120.6874,75848951151945.7
27194,120.68730000000001,75848952002536.78
25640,120.6873,75848953214655.86
20081,120.6872,75848966423819.62
14873,120.68719999999999,75848968848057.81
27244,120.4324,75907194219815.31
20131,120.4323,75907201828478.2
18779,120.4322,75907216689916.03
26993,120.17750000000001,75965440409399.44
27043,120.1774,75965442086502.77
27946,120.17739999999999,75965443169585.94
18829,120.1773,75965448740367.94
18178,120.17729999999999,75965459629500.16
20381,120.1772,75965465743893.33
27996,119.9225,76023685386864.47
27093,119.92240000000001,76023687553781.3
27695,119.9224,76023689359170.1
18929,119.9223,76023694207646.47
12619,119.92229999999999,76023701430702.52
2503,119.92229999999998,76023709737592.22
20531,119.9222,76023711211171.86
10165,119.92219999999999,76023719309648.22
27745,119.66749999999999,76081931576448.62
27143,119.6674,76081933021059.83
26792,119.66739999999999,76081935420468.77
20631,119.66730000000001,76081939907417.11
12769,119.6673,76081943543774.38
11467,119.66729999999998,76081951696798.9
27494,119.4125,76140177766032.75
27193,119.4124,76140178488338.36
26090,119.41239999999999,76140180655255.16
20781,119.41230000000002,76140185374695.66
17777,119.4123,76140186586814.75
7761,119.41229999999999,76140191435291.12
27243,119.1575,76198420705616.89
27594,119.1574,76198424910414.61
16675,119.15729999999999,76198433602911.12
23034,118.9025,76256669319439.22
27644,118.9024,76256670377693.14
21131,118.90230000000001,76256681444769.34
15623,118.9023,76256683869007.53
24987,118.64760000000001,76314914296904.27
27393,118.64750000000001,76314914994380.61
27694,118.6474,76314915844971.69
21331,118.6473,76314926912047.88
10815,118.64729999999999,76314946750247.55
27744,118.39250000000001,76373158062250.22
26340,118.3925,76373159274369.28
27142,118.3924,76373162756861.4
9413,118.39239999999998,76373175318207.34
19879,118.3923,76373177178144.28
19929,118.39229999999999,76373180532350.94
27493,118.13759999999999,76431404251834.34
27543,118.1375,76431405928937.67
27192,118.1374,76431408224139.95
12117,118.13739999999999,76431416219160.12
20079,118.1373,76431422645422.81
12217,118.13729999999998,76431434667296.72
27242,117.8825,76489650441418.48
26590,117.8824,76489655240236.33
17325,117.88239999999999,76489657689303.78
21881,117.8823,76489668449400.11
3403,117.88229999999999,76489676934233.78
26991,117.6276,76547896631002.62
27643,117.6275,76547896863494.73
17475,117.6274,76547903156582.31
20379,117.62729999999999,76547921965496.5
27994,117.3726,76606141608467.66
27693,117.3725,76606142330773.28
17575,117.3724,76606148623860.84
2501,117.37239999999998,76606165959195.39
20529,117.3723,76606167432775.03
27743,117.11760000000001,76664384548051.8
26790,117.1175,76664388392071.94
27442,117.11749999999999,76664390197460.73
17675,117.1174,76664394091139.38
19928,117.11739999999999,76664407018152.52
24084,116.86260000000001,76722633161874.12
26840,116.86250000000001,76722633859350.45
27542,116.8625,76722635664739.27
17775,116.86240000000001,76722639558417.92
7759,116.8624,76722647656894.31
3903,116.86239999999998,76722657126244.56
27241,116.6076,76780876927220.08
26940,116.6075,76780879326628.98
27592,116.60749999999999,76780881132017.78
22431,116.60740000000001,76780887400276.12
16673,116.6074,76780889824514.31
12967,116.60739999999998,76780895835451.28
26990,116.3526,76839123116804.2
27040,116.35249999999999,76839124793907.52
21129,116.3524,76839137666372.53
15621,116.35239999999999,76839140090610.72
27993,116.0977,76897368094269.25
27090,116.0975,76897370261186.05
21329,116.0974,76897383133651.06
27742,115.8426,76955614283853.39
27140,115.8425,76955615728464.58
22781,115.8424,76955628937628.38
27491,115.58770000000001,77013860473437.53
27190,115.5875,77013861195743.12
21679,115.58749999999999,77013869141104.81
22881,115.5874,77013874404906.9
12215,115.58739999999999,77013890888899.9
27240,115.3326,77072103413021.66
22931,115.33250000000001,77072109809565.47
17323,115.3325,77072113910906.97
4553,115.33249999999998,77072118294399.12
21879,115.33239999999999,77072124671003.28
23031,115.0776,77130352026844.0
27039,115.07759999999999,77130354529709.12
23081,115.07750000000001,77130356953947.31
17473,115.0775,77130359378185.5
22029,115.07749999999999,77130360075661.86
23181,115.07740000000001,77130373724980.6
12465,115.0774,77130381823456.97
24984,114.8227,77188597004309.03
27390,114.8226,77188597701785.38
23281,114.8225,77188602421225.84
17573,114.82249999999999,77188604845464.03
23331,114.8224,77188619192259.12
10161,114.82239999999999,77188628502854.6
27741,114.5677,77246840769654.98
27440,114.5676,77246843169063.9
23431,114.56750000000001,77246847888504.38
17673,114.5675,77246850312742.56
27490,114.3127,77305086959239.11
27540,114.3126,77305088636342.44
23581,114.3125,77305093355782.92
3901,114.31249999999999,77305113347847.75
27239,114.0577,77363333148823.25
27590,114.05760000000001,77363334103620.95
22379,114.0576,77363338694776.0
22429,114.0575,77363343621879.31
21878,114.05749999999999,77363351156804.88
26988,113.80270000000002,77421579338407.4
27640,113.80260000000001,77421579570899.48
26236,113.8026,77421584033018.6
22028,113.80259999999998,77421586561463.44
23781,113.80250000000001,77421589425856.62
15619,113.8025,77421593062213.9
5503,113.80249999999998,77421601264896.94
27991,113.54780000000001,77479824315872.42
27690,113.5476,77479825038178.03
22629,113.54759999999999,77479829629333.06
23931,113.54750000000001,77479834893135.16
15719,113.5475,77479838529492.44
5603,113.54749999999999,77479843377968.81
27740,113.2927,77538067255456.56
27138,113.29260000000001,77538071950067.78
22729,113.2926,77538075096611.58
22779,113.29249999999999,77538085159231.55
24081,113.0377,77596315869278.9
27188,113.03760000000001,77596317417346.31
25634,113.0376,77596318629465.42
22879,113.0375,77596330626510.08
27238,112.7827,77654559634624.84
22378,112.78269999999999,77654565180577.58
22929,112.7826,77654566031168.66
4551,112.78259999999999,77654574516002.3
24331,112.7825,77654576430487.38
26987,112.52780000000001,77712805824208.98
27037,112.52770000000001,77712807501312.3
23029,112.5277,77712808248447.19
24431,112.5276,77712811730939.28
23129,112.52759999999999,77712816529757.16
23179,112.5275,77712829946583.78
27990,112.2728,77771050801674.0
27087,112.27270000000001,77771052968590.83
27689,112.2727,77771054773979.64
22628,112.27269999999999,77771056115134.64
24531,112.27260000000001,77771057198217.84
23279,112.2726,77771058642829.03
6203,112.27259999999998,77771065683051.5
23329,112.2725,77771075413862.31
27739,112.0178,77829296991258.16
27137,112.0177,77829298435869.36
26786,112.01769999999999,77829300835278.31
23429,112.0176,77829304110107.56
23479,112.01759999999999,77829307464314.22
27488,111.7628,77887543180842.31
27187,111.76270000000001,77887543903147.9
26084,111.7627,77887546070064.72
23579,111.76259999999999,77887549577386.1
27237,111.5078,77945786120426.44
27588,111.5077,77945790325224.16
24831,111.5076,77945795381363.4
23028,111.2528,78004034734248.77
27638,111.2527,78004035792502.69
23128,111.25269999999999,78004043015558.75
23779,111.2526,78004045647459.8
5501,111.25259999999999,78004057486500.11
24981,110.99780000000001,78062279711713.81
27688,110.99770000000001,78062281259781.23
25532,110.9977,78062283916511.53
23929,110.9976,78062291114738.33
13263,110.99759999999999,78062299317421.36
27738,110.74280000000002,78120523477059.75
26334,110.7428,78120524689178.84
26785,110.74279999999999,78120527321079.89
27136,110.7427,78120528171670.97
23478,110.74269999999999,78120533950115.81
25181,110.74260000000001,78120536918715.62
24029,110.7426,78120544967533.5
7153,110.74259999999998,78120555361962.6
27487,110.4879,78178769666643.89
27537,110.48780000000001,78178771343747.22
24079,110.4878,78178772090882.08
27186,110.4877,78178773638949.5
25632,110.48769999999999,78178774851068.6
25281,110.48760000000001,78178782385994.16
22877,110.4876,78178786848113.25
14865,110.48759999999999,78178790484470.53
27236,110.2328,78237015856228.03
25331,110.23270000000001,78237019467756.06
22927,110.2327,78237022252771.84
24329,110.23259999999999,78237032652090.56
26985,109.9779,78295262045812.16
27637,109.9778,78295262278304.27
25481,109.9777,78295264935034.6
5500,109.97769999999998,78295283972301.69
23177,109.97760000000001,78295286168186.95
20373,109.9776,78295287380306.05
27988,109.72290000000001,78353507023277.2
27687,109.7228,78353507745582.81
25531,109.7227,78353510402313.12
6201,109.72269999999999,78353521904654.67
23327,109.7226,78353531635465.48
27737,109.46790000000001,78411749962861.34
26784,109.46780000000001,78411753806881.5
27135,109.4678,78411754657472.55
25581,109.46770000000001,78411755869591.66
24629,109.4677,78411760668409.53
7152,109.46769999999998,78411785097764.19
24078,109.21289999999999,78469998576683.66
26834,109.21280000000002,78469999274160.02
27185,109.2128,78470000124751.08
25631,109.21270000000001,78470001336870.19
17769,109.2127,78470004973227.47
7753,109.21269999999998,78470009821703.84
27235,108.9579,78528242342029.61
25681,108.9578,78528243554148.72
27586,108.95779999999999,78528246546827.34
24829,108.95769999999999,78528251602966.58
26984,108.7029,78586488531613.75
27034,108.7028,78586490208717.08
25831,108.70270000000001,78586497406943.88
24929,108.7027,78586505455761.75
27987,108.44800000000001,78644733509078.78
27084,108.4478,78644735675995.61
25931,108.4477,78644742874222.4
27736,108.19290000000001,78702979698662.94
26332,108.1929,78702980910782.03
27134,108.1928,78702981143274.14
24628,108.19279999999999,78702987154211.11
25179,108.1927,78702993140318.81
7151,108.19269999999999,78703011583565.78
27485,107.93799999999999,78761225888247.06
27184,107.93780000000001,78761226610552.69
25229,107.9378,78761230222080.72
8253,107.93779999999998,78761237262303.16
25279,107.9377,78761238607597.34
14863,107.93769999999999,78761243456073.72
27234,107.6829,78819468827831.22
27585,107.68289999999999,78819473032628.92
26131,107.68280000000001,78819474244748.03
22925,107.6828,78819475224375.02
24828,107.68279999999999,78819478088768.16
24327,107.68270000000001,78819488873693.73
21873,107.6827,78819490085812.83
8453,107.68269999999998,78819502750614.97
23025,107.4279,78877717441653.53
26231,107.4278,78877719712026.55
25479,107.42779999999999,78877721156637.78
23175,107.42770000000002,78877739139790.12
20371,107.4277,78877743601909.22
24978,107.173,78935962419118.58
27384,107.1729,78935963116594.94
26281,107.17280000000001,78935965179305.1
25529,107.1728,78935966623916.3
23325,107.17269999999999,78935984607068.66
27735,106.918,78994206184464.52
26331,106.9179,78994207396583.62
25579,106.9178,78994212091194.83
7150,106.91779999999999,78994238069367.38
27484,106.66300000000001,79052452374048.66
27534,106.66290000000001,79052454051152.0
25228,106.6629,79052456707882.3
25629,106.6628,79052457558473.38
7751,106.66279999999999,79052466043307.03
27233,106.408,79110698563632.8
27584,106.40790000000001,79110699518430.52
25679,106.4079,79110699775751.9
26581,106.40780000000001,79110703362450.66
25729,106.4078,79110708161268.53
8452,106.40779999999998,79110732486416.55
26982,106.15299999999999,79168944753216.94
27634,106.15290000000002,79168944985709.05
27032,106.15289999999999,79168946430320.25
25829,106.1528,79168953628547.06
15613,106.15279999999998,79168958477023.44
27985,105.8981,79227189730681.97
27684,105.8979,79227190452987.6
27082,105.89789999999999,79227191897598.78
25929,105.89779999999999,79227199095825.6
27734,105.643,79285432670266.12
26781,105.6429,79285436514286.27
25177,105.64280000000001,79285449361922.0
22773,105.6428,79285450574041.1
24075,105.388,79343681284088.44
26831,105.3879,79343681981564.78
7750,105.38789999999999,79343692529108.62
25277,105.3878,79343694829200.53
27232,105.133,79401925049434.39
26931,105.1329,79401927448843.31
25728,105.13289999999999,79401934647070.12
24325,105.1328,79401941845296.9
8451,105.13279999999999,79401958972218.14
26981,104.87800000000001,79460171239018.53
27031,104.87790000000001,79460172916121.84
26229,104.8779,79460175933629.72
9903,104.87789999999998,79460188109368.83
23173,104.87780000000001,79460195361393.31
27984,104.62310000000001,79518416216483.56
27081,104.62290000000002,79518418383400.38
26279,104.6229,79518421400908.27
25928,104.62289999999999,79518425581627.19
23323,104.6228,79518440828671.84
10153,104.62279999999998,79518446889267.31
27733,104.3681,79576662406067.7
26329,104.368,79576663618186.8
27131,104.3679,79576663850678.9
26379,104.36789999999999,79576668649496.78
27482,104.1131,79634908595651.84
27181,104.11290000000001,79634909317957.45
25627,104.1129,79634913780076.56
27231,103.858,79693151535235.98
26579,103.8579,79693159584053.84
8450,103.85789999999999,79693185458019.72
23022,103.6031,79751400149058.31
27281,103.60300000000001,79751400356721.17
26228,103.603,79751402419431.31
25827,103.6029,79751409850150.25
18165,103.60289999999999,79751420194920.84
24975,103.3481,79809645126523.34
27381,103.34800000000001,79809645823999.7
27682,103.348,79809646674590.78
25927,103.34790000000001,79809655317428.78
21369,103.3479,79809661095873.62
10803,103.34789999999998,79809674329866.64
27732,103.09309999999999,79867888891869.3
27431,103.093,79867891291278.23
26779,103.09299999999999,79867892735889.44
25175,103.09290000000001,79867902333525.17
22771,103.0929,79867906795644.27
19917,103.09289999999999,79867911361970.02
27481,102.8381,79926135081453.44
27531,102.83800000000001,79926136758556.77
26829,102.838,79926138203167.97
25275,102.8379,79926147800803.7
22871,102.83789999999999,79926152262922.8
27230,102.5831,79984381271037.56
27581,102.583,79984382225835.28
24323,102.5829,79984398066900.1
26979,102.3281,80042627460621.72
27631,102.328,80042627693113.81
9901,102.32799999999999,80042644330972.0
23171,102.3279,80042651582996.5
27982,102.0732,80100872438086.75
27681,102.07300000000001,80100873160392.38
17563,102.073,80100879453479.94
23321,102.0729,80100897050275.03
10151,102.07289999999999,80100903110870.5
27731,101.81810000000002,80159115377670.89
26778,101.81809999999999,80159119221691.03
27129,101.818,80159120072282.1
11453,101.81799999999998,80159135498021.19
24072,101.5632,80217363991493.2
26828,101.56309999999999,80217364688969.56
27179,101.563,80217365539560.62
17763,101.56299999999999,80217370388037.0
27229,101.3081,80275607756839.16
26577,101.308,80275615805657.03
24823,101.30799999999999,80275617017776.12
26978,101.0532,80333853946423.3
27028,101.0531,80333855623526.62
25825,101.053,80333862821753.42
27981,100.79820000000001,80392098923888.34
27078,100.7981,80392101090805.16
25925,100.798,80392108289031.95
10150,100.79799999999999,80392129596672.1
27730,100.54320000000001,80450345113472.47
26326,100.5432,80450346325591.56
27128,100.5431,80450346558083.69
25173,100.543,80450358555128.34
19915,100.54299999999999,80450367583573.19
27479,100.28819999999999,80508591303056.62
27178,100.2881,80508592025362.22
21667,100.28809999999999,80508599970723.89
25273,100.28800000000001,80508604022406.88
22869,100.288,80508605234525.98
12203,100.28799999999998,80508618468519.0
27228,100.0332,80566834242640.75
27579,100.03309999999999,80566838447438.47
24321,100.033,80566854288503.28
21867,100.03299999999999,80566855500622.38
23019,99.7782,80625082856463.1
27629,99.7781,80625083914717.0
23169,99.778,80625104554599.69
20365,99.77799999999999,80625109016718.78
24972,99.5233,80683327833928.12
27378,99.5232,80683328531404.47
27679,99.5231,80683329381995.55
23319,99.523,80683350021878.22
27729,99.26820000000001,80741571599274.06
27428,99.2682,80741573998683.0
27127,99.2681,80741576293885.28
11451,99.26809999999999,80741591719624.38
27478,99.01329999999999,80799817788858.2
27528,99.0132,80799819465961.53
27177,99.01310000000001,80799821761163.81
19213,99.0131,80799833654752.28
12202,99.01309999999998,80799848204320.6
27227,98.7582,80858063978442.34
27578,98.75819999999999,80858064933240.06
26575,98.75810000000001,80858068777260.2
24821,98.7581,80858073239379.3
19363,98.75809999999998,80858079122030.81
26976,98.5033,80916310168026.47
27628,98.50319999999999,80916310400518.6
25823,98.5031,80916319043356.6
15607,98.50309999999999,80916323891833.0
27979,98.2483,80974555145491.52
27678,98.2482,80974555867797.12
25923,98.2481,80974564510635.12
27728,97.9933,81032798085075.66
26775,97.9932,81032801929095.81
25171,97.9931,81032814776731.53
24069,97.73830000000001,81091046698897.98
26825,97.7382,81091047396374.33
21665,97.73819999999999,81091056192327.06
25271,97.7381,81091060244010.06
12201,97.73809999999999,81091074690122.19
27226,97.4833,81149290464243.94
26925,97.48320000000001,81149292863652.86
22917,97.4832,81149296860787.75
24319,97.48310000000001,81149307260106.47
21865,97.4831,81149311722225.56
26975,97.2283,81207536653828.06
27025,97.2282,81207538330931.39
22015,97.22819999999999,81207547126884.12
23167,97.22810000000001,81207560776202.86
20363,97.2281,81207561988321.95
27978,96.9734,81265781631293.1
27075,96.9732,81265783798209.92
24519,96.97319999999999,81265788027836.92
23317,96.97309999999999,81265806243481.39
27727,96.7183,81324027820877.25
27125,96.7182,81324029265488.45
27476,96.46340000000001,81382274010461.38
27175,96.4632,81382274732767.0
12200,96.46319999999999,81382301175923.77
27225,96.20830000000001,81440516950045.53
22916,96.2083,81440523346589.34
26573,96.2082,81440524998863.38
12951,96.20819999999999,81440535858276.73
23016,95.95339999999999,81498765563867.86
27275,95.95330000000001,81498765771530.72
26222,95.9533,81498767834240.84
23116,95.95329999999998,81498773845177.84
25821,95.95320000000001,81498775264959.78
15605,95.9532,81498780113436.17
24969,95.69839999999999,81557010541332.9
27375,95.6983,81557011238809.25
25520,95.69829999999999,81557014746130.61
25921,95.6982,81557020732238.31
21363,95.69819999999999,81557026510683.16
27726,95.4434,81615254306678.84
27425,95.4433,81615256706087.78
25169,95.4432,81615267748334.72
22765,95.44319999999999,81615272210453.81
27475,95.1884,81673500496262.97
27525,95.1883,81673502173366.31
25269,95.1882,81673513215613.25
27224,94.9334,81731746685847.11
27575,94.9333,81731747640644.83
12950,94.93329999999999,81731762344078.31
24317,94.9332,81731763481709.64
26973,94.67840000000001,81789992875431.25
27625,94.67830000000001,81789993107923.36
22013,94.6783,81790000098487.31
23165,94.6782,81790016997806.03
27976,94.4235,81848237852896.28
27675,94.42330000000001,81848238575201.9
25519,94.4233,81848241231932.2
23315,94.4232,81848262465084.56
27725,94.1684,81906480792480.44
26772,94.16839999999999,81906484636500.56
27123,94.1683,81906485487091.62
24617,94.16829999999999,81906491498028.61
24066,93.9135,81964729406302.75
26822,93.9134,81964730103779.1
27173,93.9133,81964730954370.17
25619,93.91329999999999,81964732166489.28
27223,93.6584,82022973171648.7
26571,93.6583,82022981220466.56
26972,93.40350000000001,82081219361232.84
27022,93.4034,82081221038336.16
25819,93.4033,82081228236562.97
27975,93.1485,82139464338697.88
27072,93.14840000000001,82139466505614.69
22613,93.1484,82139469652158.5
25919,93.1483,82139473703841.5
27724,92.8935,82197710528282.02
26320,92.89349999999999,82197711740401.11
27122,92.8934,82197711972893.22
22713,92.89339999999999,82197715119437.03
25167,92.89330000000001,82197723969937.9
22763,92.8933,82197725182057.0
27473,92.6385,82255956717866.16
27172,92.6384,82255957440171.75
26069,92.63839999999999,82255959607088.58
25267,92.6383,82255969437216.44
22863,92.63829999999999,82255970649335.53
27222,92.3835,82314199657450.28
27573,92.3834,82314203862248.0
24315,92.38329999999999,82314219703312.81
23013,92.1285,82372448271272.62
27623,92.1284,82372449329526.53
23163,92.1283,82372469969409.22
24966,91.8736,82430693248737.67
27372,91.8735,82430693946214.0
27673,91.8734,82430694796805.1
23313,91.8733,82430715436687.75
27723,91.61850000000001,82488937014083.61
26319,91.6185,82488938226202.7
27121,91.61840000000001,82488941708694.81
23463,91.6184,82488947487139.66
27472,91.36359999999999,82547183203667.75
27522,91.3635,82547184880771.06
27171,91.36340000000001,82547187175973.34
25617,91.3634,82547188388092.47
16553,91.36339999999998,82547208667197.56
27221,91.10849999999999,82605429393251.88
26569,91.1084,82605434192069.75
24815,91.10839999999999,82605438654188.84
26970,90.8536,82663675582836.03
27622,90.8535,82663675815328.12
25817,90.8534,82663684458166.16
27973,90.5986,82721920560301.06
27672,90.5985,82721921282606.67
25917,90.5984,82721929925444.69
27722,90.34360000000001,82780163499885.19
26769,90.3435,82780167343905.34
15751,90.34349999999999,82780175209889.61
25165,90.3434,82780180191541.08
24063,90.0886,82838412113707.53
26819,90.08850000000001,82838412811183.88
25616,90.0885,82838414873894.06
25265,90.08840000000001,82838425658819.61
27220,89.83359999999999,82896655879053.47
26919,89.8335,82896658278462.4
24263,89.83349999999999,82896662508089.38
24313,89.8334,82896672674916.0
26969,89.5786,82954902068637.62
27019,89.57849999999999,82954903745740.94
23161,89.57840000000002,82954926191012.4
20357,89.5784,82954927403131.5
27972,89.3237,83013147046102.64
27069,89.3235,83013149213019.47
23311,89.32339999999999,83013171658290.94
27721,89.0686,83071393235686.78
27119,89.0685,83071394680298.0
27470,88.8137,83129639425270.94
27169,88.8135,83129640147576.53
16551,88.81349999999999,83129664888800.73
27219,88.5586,83187882364855.06
26567,88.55850000000001,83187890413672.94
24813,88.5585,83187891625792.03
23010,88.30369999999999,83246130978677.4
27269,88.3036,83246131186340.25
26216,88.30359999999999,83246133249050.4
25815,88.3035,83246140679769.33
18153,88.30349999999999,83246147774539.94
24963,88.0487,83304375956142.44
27369,88.0486,83304376653618.78
25915,88.04849999999999,83304386147047.86
27720,87.7937,83362619721488.38
27419,87.7936,83362622120897.31
25163,87.7935,83362633163144.25
27469,87.5387,83420865911072.53
27519,87.5386,83420867588175.84
25263,87.5385,83420878630422.78
27218,87.2837,83479112100656.66
27569,87.2836,83479113055454.38
17301,87.28359999999999,83479119348541.97
24311,87.2835,83479128896519.19
26967,87.0287,83537358290240.8
27619,87.02860000000001,83537358522732.9
27017,87.0286,83537359967344.12
18152,87.02859999999998,83537377510341.52
23159,87.02850000000001,83537382412615.6
27970,86.7738,83595603267705.83
27669,86.7736,83595603990011.45
25513,86.77359999999999,83595606646741.75
23309,86.7735,83595627879894.12
27719,86.5187,83653846207289.97
27117,86.51859999999999,83653850901901.19
24060,86.2638,83712094821112.3
26816,86.2637,83712095518588.66
27167,86.2636,83712096369179.72
27217,86.0087,83770338586458.25
17300,86.00869999999999,83770345834343.56
26565,86.0086,83770346635276.11
26966,85.7538,83828584776042.39
27016,85.7537,83828586453145.72
25813,85.7536,83828593651372.5
18151,85.75359999999999,83828603996143.11
27969,85.4988,83886829753507.42
27066,85.4987,83886831920424.25
25913,85.4986,83886839118651.03
27718,85.2438,83945075943091.56
27116,85.24369999999999,83945077387702.78
25161,85.24360000000001,83945089384747.44
22757,85.2436,83945090596866.55
19903,85.24359999999999,83945095163192.28
27467,84.9888,84003322132675.7
27166,84.9887,84003322854981.31
25261,84.9886,84003334852025.97
22857,84.98859999999999,84003336064145.08
27216,84.7338,84061565072259.84
27567,84.7337,84061569277057.56
24309,84.7336,84061585118122.38
23007,84.4788,84119813686082.19
27617,84.4787,84119814744336.1
18150,84.47869999999999,84119830481944.69
23157,84.4786,84119835384218.78
24960,84.2239,84178058663547.22
27366,84.2238,84178059361023.56
27667,84.22370000000001,84178060211614.62
21354,84.2237,84178074632897.48
23307,84.2236,84178080851497.31
27717,83.9688,84236302428893.16
26313,83.96879999999999,84236303641012.25
27115,83.9687,84236307123504.36
19902,83.96869999999998,84236324898993.88
27466,83.7139,84294548618477.3
27516,83.71379999999999,84294550295580.62
27165,83.7137,84294552590782.9
26463,83.71369999999999,84294554139600.75
27215,83.4588,84352794808061.44
26563,83.4587,84352799606879.28
23006,83.2039,84411040171883.77
27616,83.2038,84411041230137.69
25811,83.2037,84411049872975.69
27967,82.9489,84469285975110.6
27666,82.9488,84469286697416.22
25911,82.9487,84469295340254.22
27716,82.6939,84527528914694.75
26763,82.6938,84527532758714.89
