Index,q_SE,q_R,Time,Cost,Alpha,Rocket_Launches
199,50000000000.0,0.0,93.10986964618249,30439944134078.21,1.0,0.0
198,49748743718.592964,251256281.40703583,92.64198085399062,30546823575615.508,0.9949748743718593,1676.0
197,49497487437.18593,502512562.81407166,92.17409206179875,30653699767152.8,0.9899497487437185,3351.0
196,49246231155.77889,753768844.2211075,91.70620326960687,30760575958690.098,0.9849246231155778,5026.0
195,48994974874.37186,1005025125.6281433,91.238314477415,30867452150227.4,0.9798994974874371,6701.0
194,48743718592.96482,1256281407.0351791,90.77042568522313,30974328341764.688,0.9748743718592964,8376.0
193,48492462311.557785,1507537688.442215,90.30253689303126,31081204533301.984,0.9698492462311556,10051.0
192,48241206030.15076,1758793969.8492432,89.8346481008394,31188080724839.28,0.9648241206030151,11726.0
191,47989949748.74372,2010050251.256279,89.36675930864753,31294956916376.58,0.9597989949748744,13401.0
190,47738693467.336685,2261306532.663315,88.89887051645566,31401833107913.867,0.9547738693467337,15076.0
189,47487437185.92965,2512562814.0703506,88.43098172426377,31508709299451.168,0.949748743718593,16751.0
188,47236180904.52261,2763819095.4773865,87.9630929320719,31615585490988.46,0.9447236180904522,18426.0
187,46984924623.11558,3015075376.8844223,87.49520413988003,31722461682525.758,0.9396984924623115,20101.0
186,46733668341.70854,3266331658.291458,87.02731534768816,31829337874063.055,0.9346733668341708,21776.0
185,46482412060.301506,3517587939.698494,86.55942655549629,31936214065600.348,0.9296482412060301,23451.0
184,46231155778.89447,3768844221.10553,86.09153776330442,32043090257137.645,0.9246231155778895,25126.0
183,45979899497.487434,4020100502.5125656,85.62364897111254,32149966448674.94,0.9195979899497487,26801.0
182,45728643216.0804,4271356783.9196014,85.15576017892067,32256842640212.24,0.914572864321608,28476.0
181,45477386934.67336,4522613065.326637,84.6878713867288,32363718831749.53,0.9095477386934673,30151.0
180,45226130653.266335,4773869346.733665,84.21998259453693,32470595023286.82,0.9045226130653267,31826.0
179,44974874371.8593,5025125628.140701,83.75209380234506,32577471214824.12,0.8994974874371859,33501.0
178,44723618090.45226,5276381909.547737,83.28420501015319,32684347406361.414,0.8944723618090452,35176.0
177,44472361809.04523,5527638190.954773,82.81631621796132,32791223597898.71,0.8894472361809045,36851.0
176,44221105527.63819,5778894472.361809,82.34842742576944,32898099789436.008,0.8844221105527639,38526.0
175,43969849246.231155,6030150753.768845,81.88053863357757,33004979230973.305,0.8793969849246231,40202.0
174,43718592964.82412,6281407035.17588,81.4126498413857,33111855422510.598,0.8743718592964824,41877.0
173,43467336683.41708,6532663316.582916,80.94476104919383,33218731614047.895,0.8693467336683417,43552.0
172,43216080402.01005,6783919597.989952,80.47687225700196,33325607805585.188,0.864321608040201,45227.0
171,42964824120.60301,7035175879.396988,80.00898346481007,33432483997122.484,0.8592964824120602,46902.0
170,42713567839.19598,7286432160.804024,79.5410946726182,33539360188659.78,0.8542713567839195,48577.0
169,42462311557.78894,7537688442.21106,79.07320588042633,33646236380197.08,0.8492462311557788,50252.0
168,42211055276.38191,7788944723.618088,78.60531708823447,33753112571734.367,0.8442211055276383,51927.0
167,41959798994.97488,8040201005.025124,78.1374282960426,33859988763271.664,0.8391959798994976,53602.0
166,41708542713.56784,8291457286.432159,77.66953950385073,33966864954808.96,0.8341708542713568,55277.0
165,41457286432.160805,8542713567.839195,77.20165071165886,34073741146346.258,0.8291457286432161,56952.0
