Recycle_Rate,Net_Import_Mt,Cost_Billion,Time_Days,Occupancy_Pct
0.9,1113.1386749999997,584.3978043749999,756.6026375698323,207.28839385474856
0.95,556.5693375000005,292.19890218750027,378.30131878491653,103.6441969273744
0.98,222.6277350000002,116.87956087500011,151.32052751396662,41.457678770949755
0.99,111.3138675000001,58.439780437500055,75.66026375698331,20.728839385474878
